hogar_id,tipo_inmueble,metros_cuadrados,antiguedad_vivienda,zona_fria,calidad_aislamiento,fuente_calefaccion,fuente_agua_caliente,consumo_kwh,uso_horario_pico,horas_alto_consumo,cantidad_equipos,categoria
Hogar_1389,Pyme,185,120,No,Alta,Otros,Solar,972.9,Si,13,79,Moderado
Hogar_1390,Departamento,356,12,No,Media,Otros,Solar,466.0,Si,17,42,Moderado
Hogar_1391,Casa,801,88,Si,Baja,Solar,Solar,926.6,No,18,45,Moderado
Hogar_1392,Casa,250,124,No,Media,Electricidad,Electricidad,10.8,Si,5,39,Moderado
Hogar_1393,Casa,1008,117,Si,Baja,Solar,Otros,248.3,Si,4,65,Moderado
Hogar_1394,Departamento,754,53,No,Muy Alta,Solar,Electricidad,104.9,No,15,22,Eficiente
Hogar_1395,Casa,1553,115,No,Muy Baja,Solar,Otros,769.8,No,13,11,Moderado
Hogar_1396,Comercio,1505,117,No,Alta,Solar,Electricidad,320.8,Si,12,37,Moderado
Hogar_1397,Departamento,1094,3,Si,Media,Electricidad,Electricidad,840.7,Si,20,90,Ineficiente
Hogar_1398,Casa,1263,74,No,Alta,Electricidad,Solar,832.6,Si,1,51,Moderado
Hogar_1399,Departamento,1108,48,No,Baja,Electricidad,Solar,668.1,Si,1,91,Ineficiente
Hogar_1400,Comercio,669,6,No,Media,Electricidad,Otros,666.1,No,11,58,Moderado
Hogar_1401,Casa,641,109,No,Media,Solar,Solar,700.5,Si,0,77,Moderado
Hogar_1402,Casa,220,121,No,Media,Otros,Electricidad,674.1,No,18,7,Moderado
Hogar_1403,Casa,1974,10,Si,Media,Otros,Otros,387.5,Si,15,8,Moderado
Hogar_1404,Comercio,514,91,No,Alta,Electricidad,Electricidad,683.1,Si,6,51,Ineficiente
Hogar_1405,Comercio,182,22,No,Muy Alta,Solar,Otros,897.5,Si,20,23,Moderado
Hogar_1406,Departamento,635,27,Si,Muy Baja,Electricidad,Solar,333.2,No,6,90,Eficiente
Hogar_1407,Comercio,1275,110,No,Muy Baja,Solar,Electricidad,944.9,No,15,91,Ineficiente
Hogar_1408,Comercio,437,56,Si,Alta,Electricidad,Electricidad,14.6,Si,24,9,Moderado
Hogar_1409,Departamento,1254,25,No,Muy Baja,Electricidad,Electricidad,349.7,Si,5,46,Moderado
Hogar_1410,Pyme,1128,53,No,Muy Alta,Otros,Electricidad,133.0,No,17,38,Eficiente
Hogar_1411,Casa,1173,28,Si,Media,Solar,Electricidad,127.5,Si,0,13,Eficiente
Hogar_1412,Casa,496,96,No,Media,Electricidad,Electricidad,815.6,Si,0,7,Moderado
Hogar_1413,Casa,1989,13,Si,Baja,Electricidad,Electricidad,918.4,Si,24,11,Ineficiente
Hogar_1414,Casa,1267,77,Si,Baja,Solar,Solar,778.0,Si,13,74,Moderado
Hogar_1415,Departamento,541,34,Si,Media,Electricidad,Otros,976.6,No,5,97,Moderado
Hogar_1416,Pyme,1651,29,No,Muy Alta,Otros,Electricidad,217.1,Si,5,50,Moderado
Hogar_1417,Casa,1153,91,Si,Muy Alta,Solar,Electricidad,141.7,No,3,67,Eficiente
Hogar_1418,Casa,418,16,No,Baja,Solar,Electricidad,521.2,No,11,41,Eficiente
Hogar_1419,Departamento,656,92,No,Baja,Solar,Solar,829.2,No,17,29,Moderado
Hogar_1420,Pyme,1694,78,Si,Muy Baja,Electricidad,Otros,40.8,Si,9,37,Ineficiente
Hogar_1421,Casa,1873,109,No,Alta,Electricidad,Solar,995.6,Si,2,56,Moderado
Hogar_1422,Departamento,633,101,No,Baja,Electricidad,Otros,602.6,Si,2,80,Moderado
Hogar_1423,Casa,1005,105,No,Muy Baja,Solar,Solar,979.0,Si,7,16,Moderado
Hogar_1424,Casa,459,46,Si,Baja,Electricidad,Solar,365.7,No,21,44,Moderado
Hogar_1425,Pyme,1380,63,Si,Baja,Otros,Electricidad,458.6,No,22,50,Moderado
Hogar_1426,Pyme,1192,63,Si,Muy Alta,Electricidad,Otros,752.6,No,24,71,Ineficiente
Hogar_1427,Casa,1849,86,Si,Media,Electricidad,Otros,792.9,Si,0,79,Ineficiente
Hogar_1428,Pyme,565,6,Si,Baja,Electricidad,Solar,233.8,Si,17,6,Moderado
Hogar_1429,Departamento,303,21,Si,Baja,Electricidad,Otros,929.9,Si,14,18,Ineficiente
Hogar_1430,Pyme,258,80,Si,Baja,Electricidad,Electricidad,867.6,No,24,19,Ineficiente
Hogar_1431,Departamento,1578,73,Si,Muy Baja,Electricidad,Otros,19.2,Si,20,51,Moderado
Hogar_1432,Departamento,1620,137,Si,Baja,Electricidad,Electricidad,129.4,Si,19,66,Ineficiente
Hogar_1433,Departamento,1139,134,Si,Media,Solar,Electricidad,496.6,Si,16,3,Moderado
Hogar_1434,Comercio,1541,124,No,Baja,Solar,Electricidad,461.5,No,24,89,Moderado
Hogar_1435,Casa,1248,49,Si,Baja,Electricidad,Otros,708.7,No,10,100,Ineficiente
Hogar_1436,Casa,387,51,No,Media,Solar,Otros,90.6,No,12,54,Eficiente
Hogar_1437,Casa,1490,0,Si,Alta,Solar,Otros,645.2,No,24,49,Moderado
Hogar_1438,Comercio,51,3,No,Media,Otros,Otros,616.8,Si,19,28,Moderado
Hogar_1439,Casa,1074,144,Si,Media,Solar,Solar,234.4,Si,24,38,Moderado
Hogar_1440,Comercio,1443,131,No,Media,Electricidad,Otros,542.9,Si,9,28,Moderado
Hogar_1441,Pyme,532,3,No,Media,Solar,Otros,223.0,Si,12,32,Eficiente
Hogar_1442,Casa,1350,0,Si,Muy Baja,Solar,Solar,147.8,No,16,41,Eficiente
Hogar_1443,Comercio,1388,70,No,Muy Alta,Electricidad,Electricidad,573.6,Si,20,36,Moderado
Hogar_1444,Departamento,292,34,No,Muy Baja,Otros,Solar,977.5,Si,0,36,Moderado
Hogar_1445,Pyme,486,7,Si,Media,Electricidad,Otros,237.7,Si,19,87,Moderado
Hogar_1446,Casa,1742,35,No,Alta,Otros,Otros,356.0,Si,15,66,Moderado
Hogar_1447,Comercio,481,122,No,Media,Solar,Otros,257.3,No,15,10,Eficiente
Hogar_1448,Comercio,1409,42,No,Muy Alta,Solar,Otros,267.2,Si,20,70,Moderado
Hogar_1449,Pyme,1117,26,Si,Media,Solar,Otros,404.8,Si,2,72,Moderado
Hogar_1450,Comercio,1032,31,No,Alta,Solar,Solar,702.2,Si,1,79,Moderado
Hogar_1451,Departamento,888,77,No,Alta,Solar,Solar,39.8,Si,5,93,Eficiente
Hogar_1452,Departamento,1461,120,No,Muy Alta,Otros,Electricidad,957.2,Si,10,63,Ineficiente
Hogar_1453,Pyme,516,145,No,Muy Alta,Solar,Solar,47.2,Si,2,92,Eficiente
Hogar_1454,Departamento,1882,15,Si,Muy Alta,Otros,Solar,881.4,No,0,22,Moderado
Hogar_1455,Casa,1098,98,No,Alta,Otros,Otros,894.5,Si,10,98,Moderado
Hogar_1456,Pyme,1736,46,Si,Media,Otros,Solar,525.0,Si,12,20,Moderado
Hogar_1457,Comercio,589,30,Si,Muy Baja,Solar,Electricidad,137.9,No,4,33,Eficiente
Hogar_1458,Comercio,1151,3,No,Media,Solar,Electricidad,565.6,Si,17,15,Moderado
Hogar_1459,Casa,241,16,No,Muy Alta,Electricidad,Solar,629.0,Si,14,7,Eficiente
Hogar_1460,Comercio,1487,38,Si,Alta,Solar,Solar,857.9,No,17,88,Moderado
Hogar_1461,Departamento,1749,47,No,Muy Alta,Electricidad,Electricidad,551.3,No,14,90,Moderado
Hogar_1462,Comercio,1618,38,Si,Alta,Electricidad,Electricidad,411.3,No,19,50,Moderado
Hogar_1463,Casa,584,131,No,Baja,Electricidad,Solar,838.5,Si,19,10,Moderado
Hogar_1464,Comercio,184,29,No,Baja,Otros,Electricidad,981.0,Si,19,79,Ineficiente
Hogar_1465,Pyme,514,21,Si,Baja,Otros,Electricidad,645.5,Si,6,37,Moderado
Hogar_1466,Casa,711,65,Si,Baja,Solar,Electricidad,874.5,Si,16,59,Ineficiente
Hogar_1467,Pyme,1291,107,Si,Media,Solar,Solar,599.1,No,7,88,Moderado
Hogar_1468,Departamento,819,11,No,Muy Alta,Solar,Solar,690.1,Si,12,75,Moderado
Hogar_1469,Pyme,1802,35,Si,Alta,Solar,Electricidad,688.5,Si,15,63,Ineficiente
Hogar_1470,Comercio,1931,17,Si,Media,Electricidad,Otros,705.1,No,24,21,Moderado
Hogar_1471,Departamento,30,89,No,Muy Baja,Electricidad,Electricidad,321.7,No,9,79,Moderado
Hogar_1472,Comercio,1645,0,No,Baja,Electricidad,Electricidad,576.1,No,13,79,Moderado
Hogar_1473,Pyme,1869,126,Si,Media,Solar,Electricidad,594.5,No,5,37,Moderado
Hogar_1474,Departamento,386,89,No,Baja,Solar,Electricidad,315.8,Si,19,45,Moderado
Hogar_1475,Casa,484,86,Si,Muy Baja,Solar,Electricidad,350.5,No,21,14,Moderado
Hogar_1476,Comercio,273,89,No,Media,Otros,Electricidad,762.5,Si,6,43,Ineficiente
Hogar_1477,Comercio,1615,133,Si,Baja,Electricidad,Solar,583.1,Si,5,85,Ineficiente
Hogar_1478,Comercio,1722,69,Si,Muy Alta,Electricidad,Solar,150.1,No,16,84,Moderado
Hogar_1479,Comercio,971,43,No,Muy Baja,Electricidad,Solar,837.8,No,20,33,Moderado
Hogar_1480,Departamento,447,85,Si,Muy Baja,Electricidad,Solar,883.2,No,23,3,Moderado
Hogar_1481,Comercio,1972,18,No,Muy Baja,Electricidad,Electricidad,466.7,No,7,87,Moderado
Hogar_1482,Casa,1787,100,Si,Baja,Electricidad,Otros,209.7,No,11,44,Moderado
Hogar_1483,Departamento,40,145,Si,Media,Solar,Electricidad,947.7,Si,24,87,Ineficiente
Hogar_1484,Casa,761,94,No,Alta,Electricidad,Solar,882.4,No,3,91,Moderado
Hogar_1485,Casa,1622,100,No,Media,Solar,Electricidad,245.1,No,9,35,Eficiente
Hogar_1486,Departamento,1171,29,No,Media,Solar,Otros,96.5,No,5,25,Eficiente
Hogar_1487,Departamento,302,32,Si,Media,Electricidad,Solar,441.2,Si,6,96,Moderado
Hogar_1488,Comercio,1607,11,Si,Media,Solar,Electricidad,676.7,Si,20,86,Ineficiente
Hogar_1489,Departamento,478,117,Si,Muy Baja,Electricidad,Solar,176.2,No,7,8,Eficiente
Hogar_1490,Departamento,1439,93,Si,Media,Otros,Electricidad,513.7,Si,2,62,Moderado
Hogar_1491,Casa,1343,136,No,Alta,Otros,Solar,426.0,Si,7,18,Eficiente
Hogar_1492,Departamento,1623,148,No,Alta,Electricidad,Solar,890.7,Si,14,92,Ineficiente
Hogar_1493,Casa,623,75,Si,Alta,Otros,Electricidad,430.1,Si,20,28,Moderado
Hogar_1494,Casa,471,28,Si,Baja,Solar,Electricidad,534.2,No,0,75,Moderado
Hogar_1495,Departamento,235,116,Si,Baja,Otros,Electricidad,955.3,Si,12,12,Ineficiente
Hogar_1496,Comercio,1639,14,Si,Muy Alta,Solar,Solar,300.4,No,21,64,Eficiente
Hogar_1497,Departamento,739,1,Si,Muy Baja,Electricidad,Electricidad,289.7,Si,17,2,Moderado
Hogar_1498,Departamento,327,116,No,Baja,Otros,Solar,799.8,Si,14,59,Moderado
Hogar_1499,Departamento,1958,17,No,Baja,Electricidad,Otros,278.3,Si,6,37,Moderado
Hogar_1500,Pyme,1272,2,No,Baja,Electricidad,Electricidad,832.0,No,14,4,Moderado
Hogar_1501,Departamento,1783,134,No,Baja,Electricidad,Otros,96.4,Si,24,41,Moderado
Hogar_1502,Departamento,28,107,No,Media,Electricidad,Solar,112.1,No,2,45,Eficiente
Hogar_1503,Casa,1015,94,No,Media,Solar,Electricidad,901.4,No,13,34,Moderado
Hogar_1504,Casa,1567,121,Si,Muy Alta,Solar,Electricidad,541.3,No,19,87,Moderado
Hogar_1505,Departamento,1142,10,No,Muy Baja,Otros,Solar,719.1,No,3,13,Moderado
Hogar_1506,Departamento,545,67,No,Baja,Electricidad,Electricidad,226.1,Si,3,7,Moderado
Hogar_1507,Departamento,1477,122,Si,Media,Otros,Electricidad,167.1,Si,2,32,Moderado
Hogar_1508,Departamento,518,112,No,Media,Otros,Electricidad,835.1,Si,4,23,Moderado
Hogar_1509,Departamento,1284,97,Si,Media,Electricidad,Solar,359.3,Si,24,49,Moderado
Hogar_1510,Comercio,645,92,No,Alta,Electricidad,Solar,455.6,No,10,72,Moderado
Hogar_1511,Comercio,1210,21,No,Muy Baja,Otros,Solar,28.9,No,7,47,Eficiente
Hogar_1512,Comercio,1770,126,No,Alta,Solar,Electricidad,386.5,Si,1,37,Moderado
Hogar_1513,Pyme,1801,133,No,Media,Solar,Otros,770.7,Si,15,98,Ineficiente
Hogar_1514,Casa,356,24,No,Baja,Solar,Otros,821.5,No,24,48,Moderado
Hogar_1515,Casa,358,84,No,Muy Alta,Solar,Electricidad,699.1,Si,9,29,Moderado
Hogar_1516,Casa,75,54,No,Media,Electricidad,Electricidad,692.5,No,17,37,Moderado
Hogar_1517,Departamento,1572,143,No,Baja,Solar,Otros,506.7,Si,6,23,Moderado
Hogar_1518,Pyme,888,94,No,Muy Baja,Electricidad,Otros,538.8,Si,4,38,Moderado
Hogar_1519,Casa,1717,141,No,Baja,Solar,Solar,742.9,No,6,93,Moderado
Hogar_1520,Pyme,1541,118,No,Media,Otros,Otros,248.1,Si,20,44,Moderado
Hogar_1521,Casa,1631,8,No,Baja,Solar,Solar,232.3,No,5,5,Eficiente
Hogar_1522,Pyme,1730,149,No,Baja,Otros,Electricidad,950.0,No,23,52,Ineficiente
Hogar_1523,Departamento,297,41,No,Muy Baja,Solar,Solar,28.7,No,0,40,Eficiente
Hogar_1524,Casa,605,52,Si,Alta,Solar,Solar,140.3,No,10,11,Eficiente
Hogar_1525,Departamento,1916,73,Si,Alta,Solar,Otros,570.8,Si,12,78,Moderado
Hogar_1526,Casa,1301,38,No,Alta,Otros,Electricidad,738.1,No,11,2,Moderado
Hogar_1527,Casa,585,121,Si,Baja,Solar,Solar,538.4,No,0,35,Eficiente
Hogar_1528,Casa,721,14,Si,Muy Alta,Electricidad,Solar,355.7,No,20,45,Moderado
Hogar_1529,Comercio,1881,122,No,Media,Otros,Electricidad,978.0,No,14,49,Moderado
Hogar_1530,Departamento,1748,110,Si,Muy Alta,Solar,Electricidad,704.1,No,0,35,Moderado
Hogar_1531,Casa,1139,130,Si,Media,Electricidad,Otros,831.6,Si,2,92,Ineficiente
Hogar_1532,Departamento,471,82,No,Media,Solar,Electricidad,41.2,No,14,72,Eficiente
Hogar_1533,Comercio,1042,9,No,Alta,Otros,Solar,236.7,No,8,32,Eficiente
Hogar_1534,Casa,1381,91,No,Muy Baja,Solar,Otros,374.8,No,13,68,Moderado
Hogar_1535,Departamento,1188,28,No,Media,Electricidad,Electricidad,183.4,Si,22,71,Moderado
Hogar_1536,Casa,382,34,No,Alta,Otros,Otros,73.8,No,21,39,Eficiente
Hogar_1537,Casa,1650,5,Si,Alta,Solar,Solar,225.9,Si,23,48,Eficiente
Hogar_1538,Comercio,299,139,No,Muy Alta,Solar,Solar,534.1,Si,7,91,Eficiente
Hogar_1539,Casa,1068,110,No,Media,Electricidad,Electricidad,696.0,No,21,37,Moderado
Hogar_1540,Departamento,336,37,Si,Baja,Electricidad,Otros,774.2,No,3,60,Moderado
Hogar_1541,Comercio,895,76,Si,Muy Baja,Solar,Electricidad,43.9,Si,19,81,Moderado
Hogar_1542,Casa,911,92,No,Media,Otros,Electricidad,428.6,No,19,74,Moderado
Hogar_1543,Departamento,179,146,Si,Media,Electricidad,Electricidad,123.1,Si,5,4,Moderado
Hogar_1544,Casa,1439,66,No,Baja,Electricidad,Electricidad,431.8,Si,0,23,Moderado
Hogar_1545,Pyme,1309,135,Si,Baja,Electricidad,Solar,434.5,Si,17,14,Moderado
Hogar_1546,Departamento,645,7,No,Media,Solar,Otros,498.7,No,5,5,Eficiente
Hogar_1547,Comercio,908,121,No,Alta,Electricidad,Otros,892.9,Si,13,66,Ineficiente
Hogar_1548,Departamento,822,83,Si,Muy Alta,Electricidad,Electricidad,805.3,Si,10,24,Ineficiente
Hogar_1549,Casa,1620,131,Si,Alta,Electricidad,Electricidad,637.1,No,16,18,Moderado
Hogar_1550,Departamento,150,84,No,Alta,Solar,Solar,885.5,Si,8,27,Moderado
Hogar_1551,Pyme,1403,44,No,Media,Electricidad,Electricidad,678.8,No,21,24,Ineficiente
Hogar_1552,Departamento,1322,135,No,Muy Alta,Electricidad,Otros,819.0,No,6,29,Moderado
Hogar_1553,Comercio,644,86,No,Media,Otros,Otros,564.2,No,13,11,Moderado
Hogar_1554,Pyme,1860,15,No,Alta,Electricidad,Otros,525.7,Si,16,18,Moderado
Hogar_1555,Casa,270,76,Si,Muy Alta,Electricidad,Electricidad,724.4,Si,7,4,Moderado
Hogar_1556,Casa,873,8,Si,Muy Alta,Otros,Solar,20.7,No,15,33,Eficiente
Hogar_1557,Departamento,475,59,Si,Media,Electricidad,Electricidad,690.7,Si,11,78,Ineficiente
Hogar_1558,Departamento,955,77,No,Muy Baja,Solar,Electricidad,934.6,Si,11,42,Ineficiente
Hogar_1559,Comercio,1296,76,Si,Baja,Electricidad,Solar,714.2,Si,4,32,Ineficiente
Hogar_1560,Pyme,545,70,Si,Muy Baja,Solar,Otros,37.8,Si,4,51,Moderado
Hogar_1561,Departamento,1190,14,No,Muy Baja,Electricidad,Otros,378.5,No,13,4,Moderado
Hogar_1562,Casa,387,70,No,Baja,Otros,Otros,809.8,No,5,20,Moderado
Hogar_1563,Comercio,33,101,Si,Baja,Electricidad,Otros,958.6,Si,6,85,Ineficiente
Hogar_1564,Casa,503,21,Si,Media,Electricidad,Electricidad,370.8,Si,22,67,Moderado
Hogar_1565,Comercio,1401,112,No,Alta,Solar,Solar,841.4,No,20,89,Moderado
Hogar_1566,Departamento,520,0,No,Baja,Otros,Electricidad,863.9,Si,16,68,Ineficiente
Hogar_1567,Comercio,1655,9,No,Media,Electricidad,Electricidad,124.2,No,8,62,Moderado
Hogar_1568,Casa,858,109,Si,Alta,Otros,Solar,845.9,Si,21,58,Moderado
Hogar_1569,Departamento,1476,112,No,Media,Electricidad,Solar,324.9,No,12,47,Eficiente
Hogar_1570,Departamento,1088,49,No,Muy Alta,Solar,Solar,593.6,No,8,75,Eficiente
Hogar_1571,Departamento,618,11,Si,Muy Baja,Electricidad,Electricidad,539.4,Si,15,80,Ineficiente
Hogar_1572,Casa,212,88,No,Baja,Solar,Electricidad,663.4,Si,3,59,Moderado
Hogar_1573,Comercio,1645,111,Si,Media,Electricidad,Electricidad,740.7,Si,1,100,Ineficiente
Hogar_1574,Pyme,1649,77,Si,Baja,Electricidad,Electricidad,441.4,No,12,6,Moderado
Hogar_1575,Casa,779,120,No,Media,Electricidad,Electricidad,888.4,Si,12,95,Ineficiente
Hogar_1576,Casa,1903,22,Si,Media,Electricidad,Solar,809.7,No,18,40,Moderado
Hogar_1577,Casa,118,133,Si,Baja,Otros,Otros,785.6,Si,11,77,Ineficiente
Hogar_1578,Departamento,111,24,No,Baja,Otros,Electricidad,458.8,No,3,23,Eficiente
Hogar_1579,Departamento,1093,17,No,Baja,Solar,Solar,38.5,No,9,52,Eficiente
Hogar_1580,Departamento,162,140,No,Media,Electricidad,Electricidad,492.8,Si,15,4,Moderado
Hogar_1581,Casa,446,42,No,Media,Electricidad,Otros,898.5,Si,23,37,Ineficiente
Hogar_1582,Departamento,99,77,Si,Baja,Solar,Electricidad,191.3,Si,18,42,Moderado
Hogar_1583,Departamento,1597,27,No,Baja,Otros,Otros,982.6,No,7,44,Moderado
Hogar_1584,Departamento,1662,145,No,Muy Baja,Solar,Otros,807.9,Si,5,97,Ineficiente
Hogar_1585,Pyme,1561,58,No,Muy Baja,Otros,Otros,710.1,Si,3,42,Ineficiente
Hogar_1586,Casa,1205,62,No,Alta,Otros,Electricidad,677.5,No,6,29,Moderado
Hogar_1587,Comercio,1987,91,No,Muy Baja,Otros,Solar,587.4,Si,13,19,Moderado
Hogar_1588,Departamento,1304,55,No,Alta,Electricidad,Electricidad,720.9,No,12,84,Moderado
Hogar_1589,Departamento,196,110,No,Alta,Electricidad,Electricidad,422.5,Si,20,32,Moderado
Hogar_1590,Comercio,1777,136,Si,Muy Baja,Solar,Electricidad,845.4,Si,4,44,Ineficiente
Hogar_1591,Comercio,195,67,No,Media,Solar,Otros,696.6,Si,8,55,Moderado
Hogar_1592,Pyme,1813,45,Si,Muy Alta,Electricidad,Otros,771.5,No,2,80,Moderado
Hogar_1593,Casa,897,66,Si,Alta,Electricidad,Electricidad,792.7,Si,9,5,Ineficiente
Hogar_1594,Casa,347,135,Si,Media,Solar,Solar,93.0,No,14,46,Eficiente
Hogar_1595,Comercio,1616,5,No,Alta,Solar,Otros,56.6,Si,19,76,Moderado
Hogar_1596,Departamento,481,23,No,Alta,Electricidad,Solar,801.2,Si,20,45,Moderado
Hogar_1597,Casa,969,93,No,Baja,Solar,Electricidad,260.1,No,16,21,Eficiente
Hogar_1598,Casa,1652,12,No,Muy Alta,Solar,Solar,582.4,Si,22,78,Moderado
Hogar_1599,Casa,815,24,No,Media,Solar,Solar,444.3,Si,23,22,Eficiente
Hogar_1600,Pyme,638,147,Si,Media,Electricidad,Solar,23.0,Si,5,30,Moderado
Hogar_1601,Casa,1204,117,Si,Muy Alta,Solar,Solar,41.2,No,24,23,Eficiente
Hogar_1602,Casa,914,81,No,Alta,Solar,Electricidad,827.3,No,2,5,Eficiente
Hogar_1603,Casa,374,110,No,Media,Electricidad,Electricidad,608.1,Si,17,63,Moderado
Hogar_1604,Departamento,1500,81,No,Muy Baja,Solar,Electricidad,524.3,Si,4,93,Moderado
Hogar_1605,Casa,1925,65,No,Media,Electricidad,Electricidad,944.4,No,12,59,Moderado
Hogar_1606,Departamento,1702,44,Si,Alta,Electricidad,Solar,173.9,No,24,94,Moderado
Hogar_1607,Casa,1222,113,No,Media,Electricidad,Electricidad,258.7,Si,0,82,Moderado
Hogar_1608,Comercio,35,62,No,Muy Alta,Electricidad,Otros,757.0,No,16,52,Moderado
Hogar_1609,Casa,765,75,No,Alta,Electricidad,Electricidad,775.5,Si,2,65,Moderado
Hogar_1610,Departamento,1314,113,Si,Media,Otros,Solar,405.5,Si,18,39,Moderado
Hogar_1611,Pyme,1487,110,No,Muy Baja,Electricidad,Otros,951.0,Si,20,81,Ineficiente
Hogar_1612,Comercio,1809,146,No,Media,Otros,Otros,938.3,Si,19,3,Ineficiente
Hogar_1613,Departamento,1296,34,Si,Media,Solar,Otros,13.4,Si,21,42,Moderado
Hogar_1614,Casa,692,52,No,Media,Electricidad,Solar,173.2,No,11,71,Eficiente
Hogar_1615,Casa,571,25,No,Media,Electricidad,Electricidad,820.4,Si,7,27,Moderado
Hogar_1616,Comercio,1548,13,No,Media,Solar,Otros,335.9,Si,7,28,Moderado
Hogar_1617,Pyme,154,117,No,Baja,Solar,Otros,96.4,Si,14,54,Moderado
Hogar_1618,Comercio,1721,44,No,Baja,Electricidad,Otros,785.2,No,10,95,Ineficiente
Hogar_1619,Departamento,626,50,No,Media,Electricidad,Solar,455.1,No,19,15,Eficiente
Hogar_1620,Comercio,630,118,Si,Baja,Solar,Solar,492.9,Si,0,53,Moderado
Hogar_1621,Departamento,352,150,Si,Baja,Electricidad,Electricidad,187.2,Si,15,72,Moderado
Hogar_1622,Casa,1802,18,Si,Baja,Otros,Solar,661.2,Si,13,70,Moderado
Hogar_1623,Departamento,1884,81,No,Media,Solar,Electricidad,551.7,Si,6,92,Moderado
Hogar_1624,Pyme,1005,75,No,Muy Baja,Electricidad,Electricidad,207.5,Si,5,4,Moderado
Hogar_1625,Casa,429,91,No,Alta,Electricidad,Solar,341.0,Si,20,94,Moderado
Hogar_1626,Comercio,654,32,No,Media,Electricidad,Solar,597.3,No,3,17,Eficiente
Hogar_1627,Casa,1655,146,No,Media,Otros,Electricidad,924.9,Si,21,34,Ineficiente
Hogar_1628,Departamento,1724,27,No,Alta,Electricidad,Otros,920.5,Si,7,6,Moderado
Hogar_1629,Casa,1660,122,Si,Baja,Electricidad,Otros,288.6,Si,21,36,Moderado
Hogar_1630,Departamento,1674,125,No,Media,Solar,Solar,735.9,No,18,99,Moderado
Hogar_1631,Comercio,1408,36,No,Muy Alta,Electricidad,Solar,775.7,Si,24,39,Moderado
Hogar_1632,Casa,1652,98,No,Alta,Solar,Otros,809.0,Si,2,80,Moderado
Hogar_1633,Comercio,1907,97,No,Muy Alta,Otros,Electricidad,571.2,No,3,66,Moderado
Hogar_1634,Comercio,743,126,No,Alta,Solar,Solar,11.5,Si,12,8,Eficiente
Hogar_1635,Pyme,1066,79,Si,Baja,Otros,Electricidad,761.9,Si,20,15,Ineficiente
Hogar_1636,Casa,299,37,No,Muy Baja,Otros,Electricidad,107.5,Si,1,63,Moderado
Hogar_1637,Departamento,710,76,No,Media,Electricidad,Solar,117.8,No,10,91,Eficiente
Hogar_1638,Casa,141,125,No,Media,Electricidad,Solar,606.0,Si,15,80,Moderado
Hogar_1639,Pyme,886,86,No,Baja,Electricidad,Electricidad,983.5,No,9,65,Ineficiente
Hogar_1640,Pyme,718,53,No,Alta,Solar,Electricidad,243.3,Si,14,59,Moderado
Hogar_1641,Departamento,1140,149,No,Media,Electricidad,Solar,646.2,Si,9,10,Moderado
Hogar_1642,Comercio,1131,15,No,Baja,Otros,Solar,304.3,No,1,7,Eficiente
Hogar_1643,Departamento,349,27,No,Alta,Solar,Solar,898.8,Si,5,74,Moderado
Hogar_1644,Departamento,986,45,No,Alta,Electricidad,Electricidad,593.9,Si,13,76,Moderado
Hogar_1645,Casa,139,71,No,Media,Solar,Solar,208.3,Si,1,81,Eficiente
Hogar_1646,Comercio,1818,84,No,Alta,Electricidad,Electricidad,262.9,No,9,12,Moderado
Hogar_1647,Casa,1107,25,No,Alta,Otros,Electricidad,433.0,Si,16,79,Moderado
Hogar_1648,Comercio,179,84,Si,Media,Solar,Solar,122.9,Si,7,46,Eficiente
Hogar_1649,Comercio,1926,64,No,Muy Baja,Electricidad,Solar,79.7,Si,15,32,Moderado
Hogar_1650,Comercio,1453,133,Si,Muy Baja,Electricidad,Electricidad,680.4,Si,13,32,Ineficiente
Hogar_1651,Casa,1677,150,No,Media,Otros,Electricidad,407.8,Si,9,90,Moderado
Hogar_1652,Casa,1904,114,Si,Baja,Solar,Solar,726.5,Si,12,78,Ineficiente
Hogar_1653,Casa,1315,63,Si,Muy Alta,Otros,Electricidad,110.9,Si,0,90,Moderado
Hogar_1654,Departamento,340,86,Si,Alta,Electricidad,Electricidad,610.3,No,9,61,Moderado
Hogar_1655,Casa,1764,106,Si,Alta,Electricidad,Electricidad,443.9,Si,21,69,Ineficiente
Hogar_1656,Pyme,1090,150,Si,Muy Alta,Electricidad,Electricidad,58.9,Si,11,61,Moderado
Hogar_1657,Departamento,130,95,No,Muy Alta,Solar,Electricidad,545.3,No,16,46,Eficiente
Hogar_1658,Casa,1950,76,No,Baja,Electricidad,Otros,83.7,No,23,68,Moderado
Hogar_1659,Departamento,1939,145,No,Baja,Electricidad,Solar,827.9,No,13,92,Moderado
Hogar_1660,Departamento,1242,86,No,Alta,Solar,Solar,632.3,Si,4,55,Eficiente
Hogar_1661,Departamento,1450,148,Si,Media,Solar,Solar,557.4,No,18,1,Moderado
Hogar_1662,Departamento,1327,56,No,Media,Electricidad,Solar,134.3,No,4,77,Eficiente
Hogar_1663,Pyme,379,102,Si,Media,Solar,Otros,288.2,Si,14,67,Moderado
Hogar_1664,Departamento,1041,150,Si,Muy Alta,Solar,Solar,493.4,Si,12,49,Moderado
Hogar_1665,Pyme,1798,90,No,Media,Electricidad,Electricidad,633.7,Si,16,25,Moderado
Hogar_1666,Pyme,1986,44,Si,Alta,Electricidad,Solar,184.0,No,0,16,Eficiente
